מעודכן לתאריך 29.08.2026
עיר;רחוב;מספר בית;קוד עיר;קוד רחוב;מיקוד
נתניה;סמילנסקי;5;7400;521;4243103
נתניה;סמילנסקי;50;7400;521;4243313
נתניה;סמילנסקי;52;7400;521;4243314
נתניה;סמילנסקי;53;7400;521;
נתניה;סמילנסקי;54;7400;521;4243315
נתניה;סמילנסקי;55;7400;521;4243401
נתניה;סמילנסקי;56;7400;521;4243316
נתניה;סמילנסקי;57;7400;521;4243402
נתניה;סמילנסקי;57ט;7400;521;4243402
נתניה;סמילנסקי;58;7400;521;4243317
נתניה;סמילנסקי;59;7400;521;4243405
נתניה;סמילנסקי;6;7400;521;4243208
נתניה;סמילנסקי;60;7400;521;4243318
נתניה;סמילנסקי;61;7400;521;4243406
נתניה;סמילנסקי;62;7400;521;4243319
נתניה;סמילנסקי;63;7400;521;4243407
נתניה;סמילנסקי;64;7400;521;4243320
נתניה;סמילנסקי;65;7400;521;4243408
נתניה;סמילנסקי;66;7400;521;4243321
נתניה;סמילנסקי;67;7400;521;4243409
נתניה;סמילנסקי;68;7400;521;4243322
נתניה;סמילנסקי;69;7400;521;4243410
נתניה;סמילנסקי;6פ;7400;521;4243208
נתניה;סמילנסקי;7;7400;521;4243104
נתניה;סמילנסקי;70;7400;521;4243323
נתניה;סמילנסקי;71;7400;521;4243411
נתניה;סמילנסקי;72;7400;521;4243324
נתניה;סמילנסקי;73;7400;521;4243412
נתניה;סמילנסקי;74;7400;521;4243325
נתניה;סמילנסקי;75;7400;521;4243413
נתניה;סמילנסקי;76;7400;521;4243326
נתניה;סמילנסקי;77;7400;521;4243414
נתניה;סמילנסקי;79ב;7400;521;4243417
נתניה;סמילנסקי;8;7400;521;4243211
נתניה;סמילנסקי;80;7400;521;4243328
נתניה;סמילנסקי;81;7400;521;4243418
נתניה;סמילנסקי;83;7400;521;4243419
נתניה;סמילנסקי;85;7400;521;4243420
נתניה;סמילנסקי;87;7400;521;4243423
נתניה;סמילנסקי;9;7400;521;4243107
נתניה;סנה משה;1;7400;1057;4265693
נתניה;סנה משה;10;7400;1057;4265903
נתניה;סנה משה;11;7400;1057;4265904
נתניה;סנה משה;12;7400;1057;4265905
נתניה;סנה משה;13;7400;1057;4265906
נתניה;סנה משה;14;7400;1057;4265907
נתניה;סנה משה;15א;7400;1057;4265908
נתניה;סנה משה;15ב;7400;1057;4265908
נתניה;סנה משה;16א;7400;1057;4265909
נתניה;סנה משה;16ב;7400;1057;4265909
נתניה;סנה משה;17;7400;1057;4265910
נתניה;סנה משה;18א;7400;1057;4265911
נתניה;סנה משה;19;7400;1057;4265912
נתניה;סנה משה;2;7400;1057;4265694
נתניה;סנה משה;20;7400;1057;4265913
נתניה;סנה משה;20א;7400;1057;4265913
נתניה;סנה משה;21;7400;1057;4265914
נתניה;סנה משה;22;7400;1057;4265915
נתניה;סנה משה;23;7400;1057;4265916
נתניה;סנה משה;24;7400;1057;4265917
נתניה;סנה משה;25;7400;1057;4265918
נתניה;סנה משה;26;7400;1057;4265919
נתניה;סנה משה;27;7400;1057;4265920
נתניה;סנה משה;28א;7400;1057;4265921
נתניה;סנה משה;28ב;7400;1057;4265921
נתניה;סנה משה;29;7400;1057;4265922
נתניה;סנה משה;3;7400;1057;4265695
נתניה;סנה משה;30;7400;1057;4265923
נתניה;סנה משה;31;7400;1057;4265924
נתניה;סנה משה;32;7400;1057;4265925
נתניה;סנה משה;34;7400;1057;4265926
נתניה;סנה משה;36;7400;1057;4265927
נתניה;סנה משה;38;7400;1057;
נתניה;סנה משה;4;7400;1057;4265696
נתניה;סנה משה;5;7400;1057;4265697
נתניה;סנה משה;5ב;7400;1057;4265697
נתניה;סנה משה;6;7400;1057;4265698
נתניה;סנה משה;7;7400;1057;4265699
נתניה;סנה משה;8;7400;1057;4265901
נתניה;סנה משה;9;7400;1057;4265902
נתניה;סנש חנה;10;7400;626;4238916
נתניה;סנש חנה;11;7400;626;4238917
נתניה;סנש חנה;13;7400;626;4238919
נתניה;סנש חנה;14;7400;626;4238920
נתניה;סנש חנה;3;7400;626;4238903
נתניה;סנש חנה;4;7400;626;4238904
נתניה;סנש חנה;5;7400;626;4238905
נתניה;סנש חנה;6;7400;626;4238906
נתניה;סנש חנה;7;7400;626;4238909
נתניה;סנש חנה;8;7400;626;4238912
נתניה;סנש חנה;9;7400;626;4238913
נתניה;סעדיה גאון;1;7400;236;4244840
נתניה;סעדיה גאון;2;7400;236;4244841
נתניה;סעדיה גאון;3;7400;236;4244842
נתניה;סעדיה גאון;4;7400;236;4244843
נתניה;סעדיה גאון;8;7400;236;4244845
נתניה;סעדיה גאון;8א;7400;236;4244845
נתניה;ספיר;1;7400;424;4248201
נתניה;ספיר;10;7400;424;4248214
נתניה;ספיר;12ט;7400;424;
נתניה;ספיר;2;7400;424;4248202
נתניה;ספיר;3;7400;424;4248205
נתניה;ספיר;4;7400;424;4248206
נתניה;ספיר;5;7400;424;4248207
נתניה;ספיר;6;7400;424;4248208
נתניה;ספיר;7;7400;424;4248211
נתניה;ספיר;8;7400;424;4248212
נתניה;ספיר;9;7400;424;4248213
נתניה;עגנון;1;7400;973;4201426
נתניה;עגנון;10;7400;973;4201435
נתניה;עגנון;11;7400;973;4201436
נתניה;עגנון;12;7400;973;4201437
נתניה;עגנון;13;7400;973;4201438
נתניה;עגנון;14;7400;973;4201439
נתניה;עגנון;15;7400;973;4201440
נתניה;עגנון;16;7400;973;4201441
נתניה;עגנון;18;7400;973;4201443
נתניה;עגנון;19;7400;973;4201444
נתניה;עגנון;2;7400;973;4201427
נתניה;עגנון;20;7400;973;4201445
נתניה;עגנון;21;7400;973;4201446
נתניה;עגנון;22;7400;973;4201447
נתניה;עגנון;23;7400;973;4201448
נתניה;עגנון;24;7400;973;4201449
נתניה;עגנון;25;7400;973;4201450
נתניה;עגנון;26;7400;973;4201451
נתניה;עגנון;27ט;7400;973;4201452
נתניה;עגנון;3א;7400;973;
נתניה;עגנון;4;7400;973;4201429
נתניה;עגנון;5א;7400;973;
נתניה;עגנון;5צ;7400;973;
נתניה;עגנון;6;7400;973;4201431
נתניה;עגנון;8;7400;973;4201433
נתניה;עובדיה אברהם;1;7400;823;4235629
נתניה;עובדיה אברהם;10;7400;823;4235638
נתניה;עובדיה אברהם;11;7400;823;4235639
נתניה;עובדיה אברהם;12;7400;823;4235640
נתניה;עובדיה אברהם;13;7400;823;4235641
נתניה;עובדיה אברהם;14;7400;823;4235642
נתניה;עובדיה אברהם;15;7400;823;4235643
נתניה;עובדיה אברהם;16;7400;823;4235644
נתניה;עובדיה אברהם;17;7400;823;4235645
נתניה;עובדיה אברהם;18;7400;823;4235646
נתניה;עובדיה אברהם;19;7400;823;4235647
נתניה;עובדיה אברהם;2;7400;823;4235630
נתניה;עובדיה אברהם;20;7400;823;4235648
נתניה;עובדיה אברהם;21;7400;823;4235649
נתניה;עובדיה אברהם;23;7400;823;4235651
נתניה;עובדיה אברהם;25;7400;823;4235653
נתניה;עובדיה אברהם;26;7400;823;4235654
נתניה;עובדיה אברהם;27;7400;823;4235655
נתניה;עובדיה אברהם;28;7400;823;4235656
נתניה;עובדיה אברהם;29;7400;823;4235657
נתניה;עובדיה אברהם;3;7400;823;4235631
נתניה;עובדיה אברהם;30;7400;823;4235658
נתניה;עובדיה אברהם;30ט;7400;823;4235658
נתניה;עובדיה אברהם;32ק;7400;823;4235660
נתניה;עובדיה אברהם;34;7400;823;4235661
נתניה;עובדיה אברהם;36;7400;823;4235662
נתניה;עובדיה אברהם;37;7400;823;
נתניה;עובדיה אברהם;38;7400;823;4235663
נתניה;עובדיה אברהם;4;7400;823;4235632
נתניה;עובדיה אברהם;40;7400;823;4235664
נתניה;עובדיה אברהם;41;7400;823;
נתניה;עובדיה אברהם;42;7400;823;4235665
נתניה;עובדיה אברהם;42מ;7400;823;4235665
נתניה;עובדיה אברהם;5;7400;823;4235633
נתניה;עובדיה אברהם;6;7400;823;4235634
נתניה;עובדיה אברהם;7;7400;823;4235635
נתניה;עובדיה אברהם;8;7400;823;4235636
נתניה;עובדיה אברהם;9;7400;823;4235637
נתניה;עובדיה מברטנורא;1;7400;203;4248501
נתניה;עובדיה מברטנורא;10;7400;203;4248510
נתניה;עובדיה מברטנורא;14;7400;203;4248512
נתניה;עובדיה מברטנורא;16;7400;203;4248513
נתניה;עובדיה מברטנורא;2;7400;203;4248502
נתניה;עובדיה מברטנורא;4;7400;203;4248504
נתניה;עובדיה מברטנורא;8;7400;203;4248508
נתניה;עובדיה מברטנורא;9;7400;203;4248509
נתניה;עוזי חיטמן;1;7400;350;4266101
נתניה;עוזי חיטמן;11;7400;350;4266107
נתניה;עוזי חיטמן;3;7400;350;4266103
נתניה;עוזי חיטמן;5;7400;350;4266104
נתניה;עוזי חיטמן;61;7400;350;
נתניה;עוזי חיטמן;7;7400;350;4266105
נתניה;עוזי חיטמן;9;7400;350;4266106
נתניה;עולי הגרדום;10;7400;133;4239810
נתניה;עולי הגרדום;10א;7400;133;4239810
נתניה;עולי הגרדום;11;7400;133;4239813
נתניה;עולי הגרדום;12;7400;133;4239814
נתניה;עולי הגרדום;12ת;7400;133;4239814
נתניה;עולי הגרדום;14;7400;133;4239818
נתניה;עולי הגרדום;15;7400;133;4239819
נתניה;עולי הגרדום;16;7400;133;4239820
נתניה;עולי הגרדום;16ט;7400;133;
נתניה;עולי הגרדום;17;7400;133;4239821
נתניה;עולי הגרדום;18;7400;133;4239822
נתניה;עולי הגרדום;18א;7400;133;4239822
נתניה;עולי הגרדום;18ב;7400;133;4239822
נתניה;עולי הגרדום;19;7400;133;4239826
נתניה;עולי הגרדום;20;7400;133;4239827
נתניה;עולי הגרדום;22;7400;133;4239830
נתניה;עולי הגרדום;23;7400;133;
נתניה;עולי הגרדום;24;7400;133;4239833
נתניה;עולי הגרדום;25;7400;133;
נתניה;עולי הגרדום;26;7400;133;4239834
נתניה;עולי הגרדום;27;7400;133;4239835
נתניה;עולי הגרדום;28;7400;133;4239836
נתניה;עולי הגרדום;29;7400;133;
נתניה;עולי הגרדום;30;7400;133;4239837
נתניה;עולי הגרדום;32;7400;133;4239838
נתניה;עולי הגרדום;34;7400;133;4239839
נתניה;עולי הגרדום;5;7400;133;4239805
נתניה;עולי הגרדום;6;7400;133;4239806
נתניה;עולי הגרדום;7;7400;133;4239807
נתניה;עולי הגרדום;7א;7400;133;4239807
נתניה;עולי הגרדום;8;7400;133;4239808
נתניה;עולי הגרדום;9;7400;133;4239809
נתניה;עולש מצוי;10;7400;1081;4220115
נתניה;עולש מצוי;12;7400;1081;4220116
נתניה;עולש מצוי;16;7400;1081;4220118
נתניה;עולש מצוי;18;7400;1081;4220119
נתניה;עולש מצוי;20;7400;1081;4220120
נתניה;עולש מצוי;6;7400;1081;4220113
נתניה;עולש מצוי;8;7400;1081;4220114
נתניה;עזרא;10;7400;925;4242734
נתניה;עזרא;11;7400;925;4242735
נתניה;עזרא;12;7400;925;4242736
נתניה;עזרא;13;7400;925;4242737
נתניה;עזרא;14;7400;925;4242738
נתניה;עזרא;16;7400;925;4242740
נתניה;עזרא;17;7400;925;4242741
נתניה;עזרא;18;7400;925;4242742
נתניה;עזרא;19;7400;925;4242743
נתניה;עזרא;2;7400;925;4242722
נתניה;עזרא;20;7400;925;4242744
נתניה;עזרא;21;7400;925;4242745
נתניה;עזרא;22;7400;925;4242746
נתניה;עזרא;23;7400;925;4242747
נתניה;עזרא;24;7400;925;4242748
נתניה;עזרא;25;7400;925;4242749
נתניה;עזרא;27;7400;925;4242751
נתניה;עזרא;28;7400;925;4242752
נתניה;עזרא;29;7400;925;4242753
נתניה;עזרא;2א;7400;925;4242722
נתניה;עזרא;30;7400;925;4242754
נתניה;עזרא;31;7400;925;4242755
נתניה;עזרא;32;7400;925;4242756
נתניה;עזרא;33א;7400;925;4242757
נתניה;עזרא;33ב;7400;925;4242757
נתניה;עזרא;34;7400;925;4242758
נתניה;עזרא;35;7400;925;4242759
נתניה;עזרא;36;7400;925;4242760
נתניה;עזרא;37;7400;925;4242761
נתניה;עזרא;39;7400;925;4242763
נתניה;עזרא;4;7400;925;4242724
נתניה;עזרא;40;7400;925;4242764
נתניה;עזרא;41;7400;925;4242765
נתניה;עזרא;42;7400;925;4242766
נתניה;עזרא;43;7400;925;4242767
נתניה;עזרא;44;7400;925;4242768
נתניה;עזרא;45;7400;925;4242769
נתניה;עזרא;46;7400;925;4242770
נתניה;עזרא;47;7400;925;4242771
נתניה;עזרא;48;7400;925;4242772
נתניה;עזרא;49;7400;925;4242773
נתניה;עזרא;5;7400;925;4242727
נתניה;עזרא;50;7400;925;4242774
נתניה;עזרא;51;7400;925;4242775
נתניה;עזרא;52;7400;925;4242776
נתניה;עזרא;53;7400;925;4242777
נתניה;עזרא;54;7400;925;4242778
נתניה;עזרא;55;7400;925;4242779
נתניה;עזרא;56;7400;925;4242780
נתניה;עזרא;57;7400;925;4242781
נתניה;עזרא;58;7400;925;4242782
נתניה;עזרא;59;7400;925;4242783
נתניה;עזרא;6;7400;925;4242728
נתניה;עזרא;61;7400;925;4242784
נתניה;עזרא;63;7400;925;4242785
נתניה;עזרא;65;7400;925;4242786
נתניה;עזרא;7;7400;925;4242731
נתניה;עזרא;8;7400;925;4242732
נתניה;עזרא;9;7400;925;4242733
נתניה;עיר ימים;61צ;7400;0;
נתניה;עירית;10א;7400;1067;4201545
נתניה;עירית;10ב;7400;1067;4201545
נתניה;עירית;12;7400;1067;4201546
נתניה;עירית;1א;7400;1067;4201537
נתניה;עירית;1ב;7400;1067;4201537
נתניה;עירית;3;7400;1067;4201539
נתניה;עירית;4א;7400;1067;4201540
נתניה;עירית;4ב;7400;1067;4201540
נתניה;עירית;5ב;7400;1067;4201541
נתניה;עירית;6א;7400;1067;4201542
נתניה;עירית;6ב;7400;1067;4201542
נתניה;עירית;7;7400;1067;4201543
נתניה;עירית;8א;7400;1067;4201544
נתניה;עירית;8ב;7400;1067;4201544
נתניה;עליה;1;7400;955;4242932
נתניה;עמ' 832/501P;;7400;;
נתניה;עמוד מלכין שרה 2709;;7400;;
נתניה;עמית מאיר;10;7400;668;4252029
נתניה;עמית מאיר;1005צ;7400;668;
נתניה;עמית מאיר;4;7400;668;4252031
נתניה;עמית מאיר;6;7400;668;4252032
נתניה;עמית מאיר;8;7400;668;4252030
נתניה;עמק חפר;10;7400;135;4224210
נתניה;עמק חפר;11;7400;135;4224211
נתניה;עמק חפר;13;7400;135;4224213
נתניה;עמק חפר;14;7400;135;4224214
נתניה;עמק חפר;15;7400;135;4224215
נתניה;עמק חפר;17;7400;135;4224217
נתניה;עמק חפר;18;7400;135;4224218
נתניה;עמק חפר;19;7400;135;4224219
נתניה;עמק חפר;2;7400;135;4224202
נתניה;עמק חפר;20;7400;135;4224220
נתניה;עמק חפר;21;7400;135;4224221
נתניה;עמק חפר;22;7400;135;4224222
נתניה;עמק חפר;23;7400;135;4224223
נתניה;עמק חפר;24;7400;135;4224224
נתניה;עמק חפר;25;7400;135;4224225
נתניה;עמק חפר;26;7400;135;4224226
נתניה;עמק חפר;27;7400;135;4224227
נתניה;עמק חפר;28;7400;135;4224228
נתניה;עמק חפר;29;7400;135;4224229
נתניה;עמק חפר;30;7400;135;4224230
נתניה;עמק חפר;31;7400;135;4224231
נתניה;עמק חפר;32;7400;135;4224232
נתניה;עמק חפר;32א;7400;135;4224232
נתניה;עמק חפר;33;7400;135;4224233
נתניה;עמק חפר;34;7400;135;4224234
נתניה;עמק חפר;35;7400;135;4224235
נתניה;עמק חפר;35ה;7400;135;4224235
נתניה;עמק חפר;36;7400;135;4224236
נתניה;עמק חפר;38;7400;135;4224238
נתניה;עמק חפר;4;7400;135;4224204
נתניה;עמק חפר;40;7400;135;4224240
נתניה;עמק חפר;44;7400;135;4224244
נתניה;עמק חפר;46מ;7400;135;4224246
נתניה;עמק חפר;47;7400;135;4224247
נתניה;עמק חפר;47א;7400;135;4224247
נתניה;עמק חפר;47ב;7400;135;4224247
נתניה;עמק חפר;47ג;7400;135;4224247
נתניה;עמק חפר;48;7400;135;4224248
נתניה;עמק חפר;50;7400;135;4224250
נתניה;עמק חפר;51;7400;135;4224251
נתניה;עמק חפר;51א;7400;135;4224251
נתניה;עמק חפר;51ב;7400;135;4224251
נתניה;עמק חפר;52;7400;135;4224252
נתניה;עמק חפר;53;7400;135;4224253
נתניה;עמק חפר;53א;7400;135;4224253
נתניה;עמק חפר;53ב;7400;135;4224253
נתניה;עמק חפר;53ג;7400;135;4224253
נתניה;עמק חפר;54;7400;135;4224254
נתניה;עמק חפר;55;7400;135;4224255
נתניה;עמק חפר;55א;7400;135;4224255
נתניה;עמק חפר;55ב;7400;135;4224255
נתניה;עמק חפר;55צ;7400;135;4224255
נתניה;עמק חפר;56;7400;135;4224256
נתניה;עמק חפר;57;7400;135;4222001
נתניה;עמק חפר;58;7400;135;4224257
נתניה;עמק חפר;59;7400;135;4222002
נתניה;עמק חפר;6;7400;135;4224206
נתניה;עמק חפר;60;7400;135;4224258
נתניה;עמק חפר;62;7400;135;4224259
נתניה;עמק חפר;64;7400;135;4224260
נתניה;עמק חפר;65ב;7400;135;4222005
נתניה;עמק חפר;65ג;7400;135;4222005
נתניה;עמק חפר;66;7400;135;4224261
נתניה;עמק חפר;67;7400;135;4222006
נתניה;עמק חפר;68;7400;135;4224262
נתניה;עמק חפר;69;7400;135;4222007
נתניה;עמק חפר;7;7400;135;4224207
נתניה;עמק חפר;70;7400;135;4224263
נתניה;עמק חפר;71;7400;135;4222008
נתניה;עמק חפר;72;7400;135;4224264
נתניה;עמק חפר;73;7400;135;4222009
נתניה;עמק חפר;74;7400;135;4224265
נתניה;עמק חפר;75;7400;135;4222010
נתניה;עמק חפר;76;7400;135;4224266
נתניה;עמק חפר;77;7400;135;4222011
נתניה;עמק חפר;78;7400;135;4222012
נתניה;עמק חפר;78א;7400;135;4246908
נתניה;עמק חפר;79ת;7400;135;4222013
נתניה;עמק חפר;80;7400;135;4222014
נתניה;עמק חפר;81;7400;135;4222015
נתניה;עמק חפר;82;7400;135;4222016
נתניה;עמק חפר;84;7400;135;4222018
נתניה;עמק חפר;88;7400;135;4222020
נתניה;עמק חפר;9;7400;135;4224209
נתניה;עמק חפר;90;7400;135;4222021
נתניה;עמק חפר;92;7400;135;4222022
נתניה;עמק חפר;94;7400;135;4222023
נתניה;עמק חפר;96;7400;135;4222024
נתניה;עמק חפר;98;7400;135;4222025
נתניה;עציון;1;7400;319;4224126
נתניה;עציון;10;7400;319;4224135
נתניה;עציון;12;7400;319;4224137
נתניה;עציון;13;7400;319;4224138
נתניה;עציון;14;7400;319;4224139
נתניה;עציון;16;7400;319;4224141
נתניה;עציון;18;7400;319;4224143
נתניה;עציון;19;7400;319;4224144
נתניה;עציון;2;7400;319;4224127
נתניה;עציון;20;7400;319;4224145
נתניה;עציון;21א;7400;319;4224146
נתניה;עציון;21ב;7400;319;4224146
נתניה;עציון;22;7400;319;4224147
נתניה;עציון;22מ;7400;319;
נתניה;עציון;23;7400;319;4224148
נתניה;עציון;25;7400;319;4224150
נתניה;עציון;25א;7400;319;4224150
נתניה;עציון;26;7400;319;4224151
נתניה;עציון;27;7400;319;4224152
נתניה;עציון;28;7400;319;4224153
נתניה;עציון;30;7400;319;4224154
נתניה;עציון;32;7400;319;4224155
נתניה;עציון;34;7400;319;4224156
נתניה;עציון;36;7400;319;4224157
נתניה;עציון;38;7400;319;4224158
נתניה;עציון;4;7400;319;4224129
נתניה;עציון;40;7400;319;4224159
נתניה;עציון;5א;7400;319;4224130
נתניה;עציון;5ב;7400;319;4224130
נתניה;עציון;6;7400;319;4224131
נתניה;עציון;8;7400;319;4224133
נתניה;עציון;9;7400;319;4224134
נתניה;פיירברג;1;7400;179;4223439
נתניה;פיירברג;2;7400;179;4223440
נתניה;פיירברג;3;7400;179;4223441
נתניה;פיירברג;4;7400;179;4223442
נתניה;פילר 190;;7400;;
נתניה;פינס;10;7400;134;4247136
נתניה;פינס;11;7400;134;4247137
נתניה;פינס;13;7400;134;4247139
נתניה;פינס;16;7400;134;4247141
נתניה;פינס;21;7400;134;
נתניה;פינס;4;7400;134;4247130
נתניה;פינס;6;7400;134;4247132
נתניה;פינס;8;7400;134;4247134
נתניה;פינסקר;15;7400;425;4241103
נתניה;פינסקר;17;7400;425;4241107
נתניה;פינסקר;18;7400;425;4241108
נתניה;פינסקר;19;7400;425;4241111
נתניה;פינסקר;20;7400;425;4241114
נתניה;פינסקר;21;7400;425;4241117
נתניה;פינסקר;22;7400;425;4241120
נתניה;פינסקר;23;7400;425;4241123
נתניה;פינסקר;24;7400;425;4241126
נתניה;פינסקר;2ר;7400;425;4241102
נתניה;פינסקר;3;7400;425;4241130
נתניה;פלמ"ח;1;7400;321;4224928
נתניה;פלמ"ח;10;7400;321;4224937
נתניה;פלמ"ח;11;7400;321;4224938
נתניה;פלמ"ח;11א;7400;321;4224938
נתניה;פלמ"ח;11ב;7400;321;4224938
נתניה;פלמ"ח;12;7400;321;4224939
נתניה;פלמ"ח;13;7400;321;4224940
נתניה;פלמ"ח;14;7400;321;4224941
נתניה;פלמ"ח;15;7400;321;
נתניה;פלמ"ח;16;7400;321;4224942
נתניה;פלמ"ח;2;7400;321;4224929
נתניה;פלמ"ח;3;7400;321;4224930
נתניה;פלמ"ח;4;7400;321;4224931
נתניה;פלמ"ח;5;7400;321;4224932
נתניה;פלמ"ח;6;7400;321;4224933
נתניה;פלמ"ח;7;7400;321;4224934
נתניה;פלמ"ח;9;7400;321;4224936
נתניה;פנצ'ו;1;7400;1131;4245611
נתניה;פנצ'ו;10;7400;1131;4245619
נתניה;פנצ'ו;12א;7400;1131;4245621
נתניה;פנצ'ו;12ב;7400;1131;4245621
נתניה;פנצ'ו;13;7400;1131;4245622
נתניה;פנצ'ו;14;7400;1131;4245623
נתניה;פנצ'ו;20ב;7400;1131;4245627
נתניה;פנצ'ו;26;7400;1131;4245629
נתניה;פנצ'ו;28;7400;1131;4245630
נתניה;פנצ'ו;30א;7400;1131;
נתניה;פנצ'ו;36;7400;1131;4245634
נתניה;פנצ'ו;36א;7400;1131;4245634
נתניה;פנצ'ו;3א;7400;1131;4245612
נתניה;פנצ'ו;3ב;7400;1131;4245612
נתניה;פנצ'ו;3ג;7400;1131;4245612
נתניה;פנצ'ו;4;7400;1131;4245613
נתניה;פנצ'ו;4א;7400;1131;4245613
נתניה;פנצ'ו;5;7400;1131;4245614
נתניה;פנצ'ו;7א;7400;1131;
נתניה;פנצ'ו;8;7400;1131;4245617
נתניה;פנקס דוד;12;7400;702;4237712
נתניה;פנקס דוד;14;7400;702;4237714
נתניה;פנקס דוד;14א;7400;702;4237714
נתניה;פנקס דוד;15;7400;702;4237715
נתניה;פנקס דוד;16;7400;702;4237716
נתניה;פנקס דוד;16ר;7400;702;4237716
נתניה;פנקס דוד;18;7400;702;4237718
נתניה;פנקס דוד;18ת;7400;702;4237718
נתניה;פנקס דוד;19א;7400;702;4237719
נתניה;פנקס דוד;19ב;7400;702;4237719
נתניה;פנקס דוד;2;7400;702;4237702
נתניה;פנקס דוד;20;7400;702;4237720
נתניה;פנקס דוד;21;7400;702;4237721
נתניה;פנקס דוד;22;7400;702;4237722
נתניה;פנקס דוד;23;7400;702;4237723
נתניה;פנקס דוד;24א;7400;702;4237724
נתניה;פנקס דוד;25;7400;702;4237725
נתניה;פנקס דוד;25א;7400;702;4237725
נתניה;פנקס דוד;26;7400;702;4237726
נתניה;פנקס דוד;27ב;7400;702;4237727
נתניה;פנקס דוד;27ה;7400;702;4237727
נתניה;פנקס דוד;29;7400;702;4237729
נתניה;פנקס דוד;29מ;7400;702;4237729
נתניה;פנקס דוד;2א;7400;702;4237702
נתניה;פנקס דוד;2ר;7400;702;4237702
נתניה;פנקס דוד;2ש;7400;702;4237702
נתניה;פנקס דוד;2ת;7400;702;4237702
נתניה;פנקס דוד;32;7400;702;4237732
נתניה;פנקס דוד;32ת;7400;702;4237732
נתניה;פנקס דוד;36;7400;702;4237736
נתניה;פנקס דוד;36א;7400;702;4237736
נתניה;פנקס דוד;37;7400;702;4237737
נתניה;פנקס דוד;38ב;7400;702;4237738
נתניה;פנקס דוד;38ח;7400;702;4237738
נתניה;פנקס דוד;39;7400;702;4237739
נתניה;פנקס דוד;39א;7400;702;4237739
נתניה;פנקס דוד;39ט;7400;702;4237739
נתניה;פנקס דוד;3ה;7400;702;4237703
נתניה;פנקס דוד;4;7400;702;4237704
נתניה;פנקס דוד;40;7400;702;4237740
נתניה;פנקס דוד;41א;7400;702;4237741
נתניה;פנקס דוד;42;7400;702;4237742
נתניה;פנקס דוד;44;7400;702;
נתניה;פנקס דוד;45;7400;702;4237744
נתניה;פנקס דוד;45א;7400;702;4237744
נתניה;פנקס דוד;47;7400;702;4237745
נתניה;פנקס דוד;4ת;7400;702;4237704
נתניה;פנקס דוד;55;7400;702;4237749
נתניה;פנקס דוד;55א;7400;702;4237749
נתניה;פנקס דוד;5ב;7400;702;4237705
נתניה;פנקס דוד;5ח;7400;702;4237705
נתניה;פנקס דוד;6;7400;702;4237706
נתניה;פנקס דוד;60;7400;702;
נתניה;פנקס דוד;8א;7400;702;4237708
נתניה;פנקס דוד;9;7400;702;4237709
נתניה;פעמונית;1;7400;1075;4220920
נתניה;פעמונית;3;7400;1075;4220922
נתניה;פרוג שמעון;3;7400;172;4223425
נתניה;פרוג שמעון;4;7400;172;4223426
נתניה;פרוג שמעון;5;7400;172;4223427
נתניה;פרוג שמעון;6;7400;172;4223428
נתניה;פרוג שמעון;7;7400;172;4223429
נתניה;פרומקין;11;7400;322;4228709
נתניה;פרומקין;13;7400;322;4228712
נתניה;פרומקין;17;7400;322;4228714
נתניה;פרומקין;19;7400;322;4228715
נתניה;פרומקין;2;7400;322;4228702
נתניה;פרומקין;3;7400;322;4228703
נתניה;פרומקין;4;7400;322;4228704
נתניה;פרומקין;4א;7400;322;4228704
נתניה;פרומקין;6א;7400;322;4228706
נתניה;פרופ' שור;10;7400;186;4224330
נתניה;פרופ' שור;2;7400;186;4224325
נתניה;פרופ' שור;4;7400;186;4224327
נתניה;פרופ' שור;5;7400;186;4224332
נתניה;פרופ' שור;6;7400;186;4224328
נתניה;פרופ' שור;8א;7400;186;4224329
נתניה;פרופ' שור;8ב;7400;186;4224329
נתניה;פרופס אהרון צבי;3;7400;971;4230411
נתניה;פרופס אהרון צבי;4;7400;971;4230412
נתניה;פרופס אהרון צבי;5;7400;971;4230413
נתניה;פרופס אהרון צבי;6;7400;971;4230414
נתניה;פרידר;1;7400;548;4253301
נתניה;פרידר;2;7400;548;4253302
נתניה;פרידר;3;7400;548;4253303
נתניה;פרידר;4;7400;548;4253304
נתניה;פרידר;5;7400;548;4253305
נתניה;פרידר;6;7400;548;4253306
נתניה;פרישמן;2ק;7400;174;4223432
נתניה;פרישמן;3;7400;174;4223433
נתניה;פרישמן;4;7400;174;4223434
נתניה;פרישמן;5;7400;174;4223435
נתניה;פרישמן;6;7400;174;4223436
נתניה;פרישמן;7;7400;174;4223437
נתניה;פרישמן;9;7400;174;4223438
נתניה;פרישמן;9א;7400;174;
נתניה;פרץ;11;7400;940;4234306
נתניה;פרץ;13;7400;940;4234307
נתניה;פרץ;15;7400;940;4234308
נתניה;פרץ;17;7400;940;4234309
נתניה;פרץ;3;7400;940;4234302
נתניה;פרץ;5;7400;940;4234303
נתניה;פרץ;7;7400;940;4234304
נתניה;פרץ;9;7400;940;4234305
נתניה;פתח תקוה;10;7400;627;4246108
נתניה;פתח תקוה;14;7400;627;4246110
נתניה;פתח תקוה;21;7400;627;4246115
נתניה;פתח תקוה;23ר;7400;627;4246117
נתניה;פתח תקוה;27;7400;627;4246123
